类型;类别ID;类别;名称;地址;城市;区县;经度;纬度;开放时间;图片
16;212;文化家园;余杭街道凤栖社区文化家园;杭州市余杭区余杭街道湖山帝景湾南苑7幢和湖山帝景湾南苑1-1-4;杭州市;余杭区;119.936278;30.2493;"室外全天
室内：8：30-11：30
13：30-17：00";/whyx/20220920/75/8351.png
4;201;非遗馆;临安区非遗展示馆;浙江省杭州市临安区城中街173号;杭州市;临安区;119.722817;30.230526;周一至周日8:30-17:30;/whyx/20220920/75/40003.png
15;211;文化礼堂;大源镇东前村文化礼堂;富阳区大源镇（乡）东前村三区88号;杭州市;富阳区;120.0059;29.97013;08:00-20:00;/whyx/20220920/75/16143.png
15;211;文化礼堂;富春江镇芦茨村文化礼堂;杭州市桐庐县富春江镇芦茨村;杭州市;桐庐县;119.674133;29.686824;周一至周日 09:00-17:00;/whyx/20220920/75/16017.png
15;211;文化礼堂;更楼街道湖岑畈村文化礼堂;杭州建德市更楼街道湖岑畈村;杭州市;建德市;119.269394;29.425611;周一至周日 09:00-17:00;/whyx/20220920/75/15982.png
15;211;文化礼堂;莲花镇徐家村文化礼堂;杭州市建德市莲花镇徐家村和溪;杭州市;建德市;119.301445;29.603909;09:00-17:00;/whyx/20220920/75/15607.jpg
15;211;文化礼堂;渌渚镇浦中村文化礼堂;富阳区渌渚镇浦中村邵家;杭州市;富阳区;119.7705;29.9227;08:00-20:00;/whyx/20220920/75/15403.jpg
15;211;文化礼堂;乾潭镇乾潭村文化礼堂;杭州市建德市附小路35乾潭第一小学;杭州市;建德市;119.548592;29.620615;全天开放;/whyx/20220920/75/15322.jpg
15;211;文化礼堂;乾潭镇施家村文化礼堂;杭州市建德市乾潭镇施家村茶厂;杭州市;建德市;119.59;29.69;全天开放;/whyx/20220920/75/15319.png
15;211;文化礼堂;乔司街道永西村文化礼堂;杭州市临平区乔司街道永西村鑫业路48号永西小学边;杭州市;临平区;120.272441;30.364264;夏令时09:00-17:00 冬令时09:00-17:00;/whyx/20220920/75/15283.png
15;211;文化礼堂;塘栖镇邵家坝村文化礼堂;临平区塘栖镇邵家坝村5组泥坝圩头1号;杭州市;临平区;120.183997;30.49074;周一至周日08:30-17:00;/whyx/20220920/75/15029.jpg
1;198;农家书屋;新塘街道霞江村农家书屋;杭州市萧山区新塘街道霞江村;杭州市;萧山区;120.322573;30.144131;周一、周三、周五08:30-11:00;/whyx/20220920/75/14174.png
1;198;农家书屋;新安书屋（文渊狮城流通点）;杭州市淳安县千岛湖姜家镇狮城路1号;杭州市;淳安县;118.671706;29.47252;nan;/whyx/20220920/75/13065.jpg
1;198;农家书屋;临安奥星电子股份有限公司;杭州市临安区208省道与421县道交叉口南100米;杭州市;临安区;119.397141;30.088582;周一至周六;/whyx/20220920/75/12903.jpg
1;198;农家书屋;杭州市萧山区THEROUND书房;杭州市萧山区永晖路233号;杭州市;萧山区;120.264771;30.221386;周一至周五8:30-18:00;/whyx/20220920/75/12660.png
1;198;农家书屋;转塘街道大清社区图书室;杭州市西湖区大清社区居委会;杭州市;西湖区;120.070834;30.206071;周一至周五9点至16点 周一和周五晚上19点至21点 周六周日13点至16点;/whyx/20220920/75/12204.jpg
1;198;农家书屋;杭州图书馆径山书院分馆;杭州市余杭区径山镇平山村上平山88号（径山书院）;杭州市;余杭区;119.812859;30.345197;周一至周日09:00-16:30;/whyx/20220920/75/12118.jpg
1;198;农家书屋;蜀山街道安桥社区图书室;杭州市萧山区蜀山街道安桥社区委员会??;杭州市;萧山区;120.260104;30.149344;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/75/12037.jpg
1;198;农家书屋;天水街道仓桥社区图书室;杭州市拱墅区玄坛弄8号;杭州市;拱墅区;120.168905;30.269204;周二至周日09:00-17:00;/whyx/20220920/75/12000.jpg
1;198;农家书屋;西兴街道滨和社区图书室;杭州市滨江区科创公寓8号商铺滨和社区办事大厅;杭州市;滨江区;120.228437;30.195558;周一至周日 有工作人员时间:8:00-22:00 24小时（要在智慧滨和上预约）;/whyx/20220920/75/11999.jpg
1;198;农家书屋;新塘街道广泽社区图书室;杭州市萧山区新塘街道育才路2027号;杭州市;萧山区;120.280284;30.163215;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/75/11795.jpg
1;198;农家书屋;杭州图书馆李白诗词文化主题分馆;杭州市西湖区古墩路1878号(皇逸良渚文化酒店大厅);杭州市;西湖区;120.061641;30.359498;全天开放;/whyx/20220920/75/11588.jpg
1;198;农家书屋;留下街道屏峰社区图书室;杭州市西湖区屏新路28号（屏峰社区居委会二楼）;杭州市;西湖区;120.048163;30.226551;目前社区文化家园建设中 暂停开放 待建设好后公布;/whyx/20220920/75/11551.jpg
1;198;农家书屋;浦阳镇桃北新村农家书屋;杭州市萧山区浦阳镇桃北新村村委会;杭州市;萧山区;120.28547;30.010977;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/75/11470.jpg
1;198;农家书屋;瓜沥镇山三村农家书屋;杭州市萧山区瓜沥镇山三村村委;杭州市;萧山区;120.502306;30.186593;周一至周日08:30-10:30 13:30-16:30;/whyx/20220920/75/11384.jpg
1;198;农家书屋;蜀山街道湘南村农家书屋;杭州市萧山区义桥镇湘南村后坛老年活动室;杭州市;萧山区;120.257376;30.088032;周一至周日08:30-11:30 13:30-16:30;/whyx/20220920/75/11096.jpg
20;215;体育场馆;杭州奥体中心 体育馆;杭州市萧山区博奥路;杭州市;萧山区;120.244164;30.182338;周一至周日5:00-22:00;/whyx/20220920/74/8068.jpg
1;198;农家书屋;星桥街道汤家社区24小时自助图书馆;杭州市临平区星桥街道星韵路190号;杭州市;临平区;120.246139;30.405117;周一至周日24小时;/whyx/20220920/74/5201.jpg
15;211;文化礼堂;淳安县瑶山乡幸福村农村文化礼堂;淳安县瑶山乡幸福村湛村28号;杭州市;淳安县;119.080709;29.955379;周一到周日07:30-16:00;/whyx/20220920/74/16296.png
15;211;文化礼堂;瓜沥镇兴围村文化礼堂;杭州市萧山区瓜沥镇兴围村委;杭州市;萧山区;120.606895;30.219117;周一至周日08:00-16:30;/whyx/20220920/74/15927.png
15;211;文化礼堂;横村镇板头村文化礼堂;杭州市桐庐县横村镇板头村后山;杭州市;桐庐县;119.587622;29.839717;周一至周日09:00-17:00;/whyx/20220920/74/15846.png
15;211;文化礼堂;常安镇景山村文化礼堂;富阳区常安镇景山村;杭州市;富阳区;119.89637;29.83468;08:00-20:00;/whyx/20220920/74/15699.jpg
15;211;文化礼堂;旧县街道旧县村文化礼堂;杭州市桐庐县旧县街道旧县村;杭州市;桐庐县;119.627384;29.801054;周一至周日09：00-17:00;/whyx/20220920/74/15662.jpg
15;211;文化礼堂;临浦镇浦南村文化礼堂;萧山区临浦镇浦南村文化礼堂;杭州市;萧山区;120.243416;30.00844;夏令时08:30-16:30冬令时 09:00-16:30;/whyx/20220920/74/15581.jpg
15;211;文化礼堂;梅城镇千鹤村文化礼堂;杭州市建德市梅城镇千鹤村千家自然村;杭州市;建德市;119.460342;29.542728;周一至周日08:30-17:00;/whyx/20220920/74/15475.jpg
15;211;文化礼堂;湖源乡石龙村文化礼堂;富阳区湖源乡石龙村汤家1号;杭州市;富阳区;119.95328;29.77098;08:00-20:00;/whyx/20220920/74/15170.jpg
15;211;文化礼堂;新街街道元沙村文化礼堂;杭州市萧山区新街街道元沙村;杭州市;萧山区;120.350739;30.172131;周一至周日8:00-16:00;/whyx/20220920/74/14838.jpg
15;211;文化礼堂;瑶琳镇文源村文化礼堂;杭州市桐庐县瑶琳镇文源村;杭州市;桐庐县;119.532098;30.005936;周一至周日9:00-17:00;/whyx/20220920/74/14757.jpg
1;198;农家书屋;江南镇窄溪村农家书屋;杭州市桐庐县江南镇窄溪村文化礼堂;杭州市;桐庐县;119.764525;29.866182;周一至周日08:30-16:30;/whyx/20220920/74/14078.jpg
1;198;农家书屋;横塘社区职工书屋;杭州市上城区丁兰路133号;杭州市;上城区;120.218927;30.327269;周一至周日08:30-16:00;/whyx/20220920/74/12869.jpg
1;198;农家书屋;杭州书房·秀水书房;杭州市淳安县千岛湖镇秀水广场;杭州市;淳安县;119.042279;29.61409;周一至周日08:30-17:00;/whyx/20220920/74/12832.jpg
1;198;农家书屋;祥符街道映月社区职工书屋;杭州市拱墅区祥符街道都市水乡·水映苑-东区;杭州市;拱墅区;120.094183;30.327522;09:00-17:00;/whyx/20220920/74/12788.jpg
1;198;农家书屋;杭州市畜牧农机发展中心职工书屋;杭州市上城区杭海路768号;杭州市;上城区;120.264792;30.298915;周一至周五09:00-17:00;/whyx/20220920/74/12605.png
1;198;农家书屋;杭州工艺美术博物馆职工书屋;杭州市拱墅区拱宸桥街道小河路450号中国扇博物馆;杭州市;拱墅区;120.138026;30.318968;周一至周日10:00-16:00;/whyx/20220920/74/12564.jpg
1;198;农家书屋;滨和书房;杭州市滨江区西兴街道滨和2核酸采样点;杭州市;滨江区;120.225289;30.197473;周一至周日08:00-21:00;/whyx/20220920/74/12483.jpg
1;198;农家书屋;文晖街道杭州书房;杭州市拱墅区河罕上138-142号;杭州市;拱墅区;120.180736;30.277104;周一、周三至周日08:30-20:00;/whyx/20220920/74/12377.jpg
1;198;农家书屋;常安镇东山下村农家书屋;杭州市富阳区常安镇东山下村;杭州市;富阳区;119.897703;29.901055;周一至周日09:00-17:00;/whyx/20220920/74/12340.jpg
1;198;农家书屋;彭埠街道红五月社区图书室;杭州市上城区红五月嘉苑底商14号2楼;杭州市;上城区;120.255662;30.301237;周一至周五08:00-11:00 13:00-16:00;/whyx/20220920/74/12153.jpg
1;198;农家书屋;宁围街道顺坝村农家书屋;杭州市萧山区宁围街道顺坝村委会二楼;杭州市;萧山区;120.2941;30.268734;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/74/12072.jpg
1;198;农家书屋;西溪街道花园亭社区图书室;杭州市西湖区保叔北路12号启真名苑8-104;杭州市;西湖区;120.143488;30.273028;周一至周日08:30-17:00;/whyx/20220920/74/11703.jpg
1;198;农家书屋;九堡街道九堡钱塘书房;杭州市上城区泊林印象22幢底商1号;杭州市;上城区;120.286067;30.307892;08:30-11:30;/whyx/20220920/74/11622.jpg
1;198;农家书屋;米市巷街道米市社区图书室;杭州市拱墅区浅水湾12幢一楼;杭州市;拱墅区;120.148668;30.287912;周一至周五9:00-17:00;/whyx/20220920/74/11516.jpg
1;198;农家书屋;新塘街道塘里陈社区图书室;杭州市萧山区新塘街道槐花小区内;杭州市;萧山区;120.309387;30.144905;周一至周日08:00-17:00;/whyx/20220920/74/11329.jpg
1;198;农家书屋;长河街道闻涛社区图书室;杭州市滨江区长河街道长河路1401号社区办公楼二楼;杭州市;滨江区;120.225443;30.185411;周一至周日08:00-20:00;/whyx/20220920/74/11248.jpg
1;198;农家书屋;新合乡图书分馆;杭州市桐庐县新合乡新合村坑口;杭州市;桐庐县;119.939978;29.698984;08:30-17:30;/whyx/20220920/74/11167.jpg
1;198;农家书屋;半山街道杭钢西苑社区图书室;杭州市拱墅区中轧小区18幢2楼;杭州市;拱墅区;120.17798;30.36532;周一至周五:9:30-17:00;/whyx/20220920/74/11130.jpg
1;198;农家书屋;瓜沥镇长巷村农家书屋;杭州市萧山区瓜沥镇渔巷路长巷村文体中心;杭州市;萧山区;120.437525;30.159108;周二至周六 8:30-10:30 13:30-16:30;/whyx/20220920/74/11024.jpg
19;214;公共阅报栏;杭州市萧山区宁围街道开欣社区阅读角;杭州市萧山区宁围街道开欣社区通惠北路与建设一路红路灯口雅棠轩小区1871-1873号;杭州市;萧山区;120.283943;30.193591;周一至周日8:30-17：00;/whyx/20220920/73/7921.jpg
7;203;美术馆;信雅达三清上艺术中心;杭州市浙江省滨江区江虹路1750号信雅达国际1幢2楼;杭州市;滨江区;120.198183;30.208154;09:00-20:00;/whyx/20220920/73/7840.jpg
16;212;文化家园;火炉尖社区文化家园;杭州市淳安县千岛湖镇排岭南路54号;杭州市;淳安县;119.0406;29.6013;08:30-17:00;/whyx/20220920/73/6849.jpg
9;205;体育设施;淳安体育馆;千岛湖镇开发路435号;杭州市;淳安县;119.057925;29.582647;每周二至周日，9:00-16:30（法定节假日除外）;/whyx/20220920/73/6438.jpg
16;212;文化家园;北沙社区文化家园;临平区荷花路154号-156号;杭州市;临平区;120.290045;30.43701;nan;/whyx/20220920/73/5172.png
1;198;农家书屋;杭州日月电器股份有限公司职工书屋;杭州市富阳区鹿山街道日月大道2号;杭州市;富阳区;119.904164;29.990672;12:00-13:00;/whyx/20220920/73/4351.jpg
15;211;文化礼堂;戴村镇半山村文化礼堂;杭州市萧山区戴村镇半山村;杭州市;萧山区;120.17125;30.01151;周一至周日 09:00-18:00;/whyx/20220920/73/16204.png
15;211;文化礼堂;上官乡芳村村文化礼堂;富阳区上官乡芳村村;杭州市;富阳区;120.01268;29.88473;08:00-20:00;/whyx/20220920/73/16123.png
15;211;文化礼堂;高虹镇崇阳村文化礼堂;浙江省杭州市临安区高虹镇崇阳村姚家湾自然村;杭州市;临安区;119.703901;30.287789;08:00-18:00;/whyx/20220920/73/15999.png
15;211;文化礼堂;瓜沥镇东社村文化礼堂;杭州市萧山区瓜沥镇东社村村委;杭州市;萧山区;120.456156;30.217895;周一至周日 08:30-16:30;/whyx/20220920/73/15962.png
15;211;文化礼堂;合村乡岭源村文化礼堂;杭州市桐庐县合村乡岭源村小茆坞自然村;杭州市;桐庐县;119.265687;29.910849;周一至周日09:00-17:00;/whyx/20220920/73/15881.png
15;211;文化礼堂;江南镇华丰村文化礼堂;杭州市桐庐县江南镇华丰村;杭州市;桐庐县;119.819961;29.848598;周一至周日09:00-17:00;/whyx/20220920/73/15795.png
15;211;文化礼堂;进化镇天乐村文化礼堂;杭州市萧山区进化镇天乐村;杭州市;萧山区;120.328299;30.009465;周一至周日08：00-17:00;/whyx/20220920/73/15708.jpg
15;211;文化礼堂;义蓬街道全民村文化礼堂;杭州市钱塘区义蓬街道全民村委;杭州市;钱塘区;120.505731;30.299896;08:30-17:00;/whyx/20220920/73/15339.jpg
15;211;文化礼堂;三都镇大唐村文化礼堂;杭州市建德市三都镇大唐村;杭州市;建德市;119.674529;29.5148;夏令时08:30-17:00 冬令时09:00-17:30;/whyx/20220920/73/15216.jpg
15;211;文化礼堂;万市镇万市村文化礼堂;富阳区万市村下陈家1号;杭州市;富阳区;119.568688;30.1041;08:00-20:00;/whyx/20220920/73/14974.jpg
15;211;文化礼堂;义桥镇云峰村文化礼堂;杭州市萧山区义桥镇云峰村委会内;杭州市;萧山区;120.1543;30.044892;周一至周日8:30 - 16:30;/whyx/20220920/73/14730.jpg
1;198;农家书屋;临浦镇浦二村农家书屋;杭州市萧山区东思线临浦镇第二小学西南侧约190米;杭州市;萧山区;120.231603;30.020292;周一至周五08:00-16:00;/whyx/20220920/73/13704.png
1;198;农家书屋;大慈岩镇陈店村农家书屋;杭州市建德市大慈岩镇陈店村村委会;杭州市;建德市;119.259781;29.254739;全天开放;/whyx/20220920/73/13249.png
1;198;农家书屋;浙江欧姆龙电梯有限公司智能健身俱乐部职工书屋;杭州市临安区锦北街道云安路998号;杭州市;临安区;119.75214;30.260886;周一至周日08:30-17:30，;/whyx/20220920/73/13126.png
1;198;农家书屋;余阅书吧·钱江经济开发区;杭州市余杭区仁和街道临港路10号联东U谷钱江经济开发区管委会2号楼;杭州市;余杭区;120.077788;30.451246;周一至周日09:00-17:00;/whyx/20220920/73/13085.jpg
1;198;农家书屋;东新街道东新园社区职工书屋;杭州市拱墅区香积寺东路97号;杭州市;拱墅区;120.18225;30.309882;周一至周五08:30-16:30;/whyx/20220920/73/12780.jpeg
1;198;农家书屋;国网浙江省电力有限公司杭州市临安区供电公司;杭州市临安区万马路269号(临安广场地铁站B1口步行200米);杭州市;临安区;119.704496;30.228331;周一至周日24小时;/whyx/20220920/73/12716.jpg
1;198;农家书屋;浙江省烟草公司杭州市公司职工书屋;杭州市上城区中河中路279号;杭州市;上城区;120.171307;30.256403;周一至周五中午;/whyx/20220920/73/12640.png
1;198;农家书屋;转塘街道狮子社区图书室;杭州市西湖区之江家园;杭州市;西湖区;120.084455;30.151529;暂停开放;/whyx/20220920/73/12224.jpg
1;198;农家书屋;北山街道北山西湖书房;杭州市西湖区金祝西路28号;杭州市;西湖区;120.150971;30.270012;周一至周五 9:00-19:00;/whyx/20220920/73/12017.jpg
1;198;农家书屋;城厢街道陈公桥社区图书室;杭州市萧山区城厢街道育秀园12幢;杭州市;萧山区;120.28038;30.157049;周一至周五8:00-11:00；13:00-17：00;/whyx/20220920/73/11982.jpg
1;198;农家书屋;莪山乡图书分馆;杭州市桐庐县莪山畲族乡文化中心;杭州市;桐庐县;119.574734;29.796146;08:30-17:30;/whyx/20220920/73/11856.jpg
1;198;农家书屋;三墩镇水月社区图书室;杭州市西湖区天虹公寓4-9号;杭州市;西湖区;120.091427;30.312848;周一至周五08:30-11:30 14:00-17:00;/whyx/20220920/73/11775.jpg
1;198;农家书屋;和睦街道化纤社区图书室;杭州市拱墅区莫干山路760号化纤新村14幢东、17幢西;杭州市;拱墅区;120.114571;30.316027;09:00-12:00;/whyx/20220920/73/11694.jpg
1;198;农家书屋;宁围街道宁税社区图书室;杭州市萧山区建设四路宁税北苑2幢党群服务中心;杭州市;萧山区;120.280661;30.208143;周一至周五08:00-11:00 13:30-16:30;/whyx/20220920/73/11490.jpg
